price,speed,hd,ram,screen
3415,66,1080,16,17
1699,50,340,8,15
1890,33,528,8,14
2749,100,420,8,17
2185,33,425,8,15
2018,50,340,8,17
2938,50,340,4,15
1599,33,210,4,14
2254,33,528,16,14
1299,33,210,4,14
2040,33,528,8,14
2465,66,540,8,17
2558,25,212,4,17
1529,33,210,4,14
2145,66,540,8,15
1795,66,214,4,14
2945,33,1000,24,14
2440,33,528,16,15
2385,33,1080,8,15
3358,50,340,4,17
1999,33,420,4,14
1945,33,426,8,14
2555,66,540,8,15
1595,33,340,8,14
3004,33,1000,24,14
2390,33,540,8,17
2305,66,425,8,15
2095,66,540,8,15
2427,66,540,8,15
2744,66,528,16,14
1594,33,340,4,14
2129,66,420,8,14
1899,66,250,4,15
2194,33,426,8,14
1798,33,340,4,17
2004,33,426,8,14
1999,33,420,4,15
2658,50,212,4,15
1288,33,340,4,15
1495,33,214,4,14
2499,100,428,16,15
2040,33,426,8,15
2795,100,528,16,14
2485,66,1080,8,15
2890,33,1000,24,15
2455,33,540,8,15
1679,33,340,8,15
1468,33,340,4,15
1998,33,340,8,17
1499,33,210,4,14
2199,66,420,8,14
1495,33,340,4,14
1999,66,420,8,14
3190,66,1000,24,14
1899,66,340,8,15
2118,66,340,8,17
2099,33,420,4,14
1645,33,214,4,14
1745,66,425,8,15
2290,33,528,16,15
2688,33,212,4,17
2440,33,528,16,14
1704,33,214,4,14
2830,100,540,8,17
2943,33,1000,24,14
2299,66,428,16,15
2265,33,540,8,15
1249,25,100,4,14
2190,66,528,8,14
3015,66,1080,16,15
2635,66,1080,8,15
2190,66,426,8,15
1895,33,540,8,15
1849,33,340,4,14
2449,100,527,8,15
2629,100,420,8,15
1595,66,214,4,14
1795,66,340,8,14
1938,25,120,4,15
2365,33,540,8,17
1495,33,340,4,14
3040,33,1000,24,15
1890,66,214,4,14
2643,66,528,16,14
3044,33,1000,24,14
2490,100,528,8,14
1945,33,426,8,14
2218,66,250,4,17
1995,33,540,8,15
2138,25,212,4,15
2554,66,528,16,14
3344,66,1000,24,14
1794,33,340,4,14
2159,66,170,4,14
2890,33,1000,24,14
3454,100,1000,24,14
2243,66,426,8,14
2495,66,528,16,14
3154,66,1000,24,14
1559,25,212,4,14
2768,50,212,4,15
3085,66,540,16,15
2779,66,340,4,14
1499,33,210,4,15
2245,66,540,8,15
2618,66,428,16,17
1488,50,340,4,15
2079,50,212,4,14
3644,100,1000,24,14
1894,33,214,4,14
2790,100,540,8,14
2535,33,1080,8,15
3194,33,1000,24,14
2268,33,212,4,15
2490,100,426,8,15
1199,33,340,4,14
1995,66,425,8,15
2595,66,528,8,15
2099,66,420,8,14
2490,100,426,8,14
1399,50,340,4,14
2044,66,214,4,14
1890,66,214,4,15
2625,66,540,16,15
2190,66,426,8,14
1590,33,214,4,15
2358,25,120,4,17
2390,75,420,4,14
2590,66,528,16,15
3358,66,340,4,15
2890,100,528,16,14
2165,66,540,8,15
2738,66,170,4,15
1943,33,426,8,14
2099,66,527,8,14
2290,33,528,16,14
2365,66,540,8,15
2118,50,250,4,17
1395,33,214,4,14
2449,100,420,8,15
2627,100,540,8,15
1854,66,214,4,14
2899,100,420,8,17
2399,66,450,8,15
2594,33,528,16,14
2245,66,540,8,15
2095,100,214,4,14
2479,100,420,8,15
3490,100,1000,24,15
1495,33,214,4,14
2145,33,540,8,15
2404,33,528,16,14
2525,33,540,8,15
1195,25,214,4,14
2625,66,540,8,15
3188,50,212,4,17
1695,50,340,8,14
1625,33,425,8,15
3190,66,1000,24,15
1745,33,425,8,15
2929,66,527,16,15
2344,100,214,4,14
2344,66,426,8,14
1590,33,214,4,14
1890,33,426,8,14
1795,33,426,8,14
3040,33,1000,24,14
3044,100,528,16,14
2095,66,426,8,14
2495,100,540,8,15
3490,100,1000,24,14
2095,66,426,8,14
1595,33,210,4,14
1799,66,340,8,15
3199,66,527,16,17
1295,33,340,4,14
1890,33,426,8,15
1395,25,340,8,14
2444,33,528,16,14
1818,50,340,4,17
1799,50,250,4,15
3778,66,340,4,17
1744,33,214,4,14
2499,100,420,8,15
2899,66,527,16,15
2195,33,528,16,14
3299,66,1000,16,15
2154,100,214,4,14
2295,66,540,8,15
2644,100,426,8,14
2190,100,214,4,15
2359,50,340,4,14
2630,66,540,8,17
2525,66,540,16,15
3158,66,170,4,17
3395,100,1000,24,14
3078,50,212,4,17
1890,33,340,4,17
1875,33,425,8,15
2595,100,540,8,14
2154,66,426,8,14
2549,100,420,8,15
2195,75,420,4,14
1759,33,170,4,14
2890,100,528,16,15
2145,33,540,8,15
2845,66,540,16,17
1995,66,340,4,14
2154,100,426,4,14
1795,66,420,4,14
2290,33,528,16,14
1895,66,425,8,14
3194,33,1000,24,14
2099,33,212,8,14
1590,33,426,4,15
3928,100,728,8,15
2854,33,1000,24,14
2493,33,528,16,14
2095,66,426,8,14
2118,66,250,4,17
1899,66,340,8,15
1795,66,426,4,14
2099,66,420,8,14
1395,33,214,4,14
1943,33,426,8,14
1890,66,426,4,15
2929,66,527,16,15
1299,33,340,4,14
2795,100,528,16,14
2499,100,420,8,15
3543,100,1000,24,14
1195,25,214,4,14
3044,100,528,16,14
2554,66,528,16,14
1590,33,426,4,14
2499,100,428,16,15
2629,100,420,8,15
2295,66,420,8,15
1925,66,425,8,15
1805,33,425,8,15
2599,100,527,8,15
1495,33,426,4,14
1799,66,250,4,15
2643,66,528,16,14
2595,66,528,8,15
2290,33,528,16,15
1554,33,426,4,14
2543,100,426,8,14
2629,66,270,4,14
2943,100,528,16,14
2644,100,426,8,14
1645,33,214,4,14
2075,66,540,8,15
1645,33,425,8,15
2190,100,426,4,15
3564,66,340,8,15
3040,33,1000,24,15
3108,33,270,4,17
2243,66,426,8,14
2449,100,420,8,15
2568,33,270,4,15
1488,50,340,4,15
1970,66,420,4,14
3243,66,1000,24,14
3984,66,340,8,17
2190,66,426,8,15
2195,33,528,16,14
1618,33,340,4,17
2149,66,420,8,15
2795,33,1000,24,14
1699,50,340,8,15
3344,66,1000,24,14
2190,100,426,4,14
2495,66,528,16,14
1608,33,340,4,14
2099,66,527,8,14
1288,33,340,4,15
1599,33,210,4,14
2634,66,540,8,17
3349,100,728,8,14
3093,33,1000,24,14
1399,33,210,4,14
3628,66,270,4,17
3190,66,1000,24,14
2194,33,426,8,14
2899,66,527,16,15
1549,33,210,4,15
2590,66,528,16,15
2599,100,420,8,15
2004,33,426,8,14
2943,33,1000,24,14
2040,33,426,8,14
2594,33,528,16,14
1740,33,426,4,15
1595,33,340,8,14
2093,33,426,8,14
2109,33,270,4,14
1499,33,340,4,14
1408,33,340,4,14
2344,100,426,4,14
1379,33,340,4,14
2590,66,528,16,14
1475,33,200,4,14
1704,33,426,4,14
2890,33,1000,24,15
1468,33,340,4,15
1499,33,340,4,14
2299,66,540,8,15
2049,33,270,4,14
1854,33,426,8,14
2618,66,428,16,17
1974,33,200,4,14
2890,66,1000,16,14
1945,33,426,8,14
1890,66,426,4,14
2190,66,426,8,14
4348,100,728,8,17
2749,100,420,8,17
1679,33,340,8,15
2590,33,1000,16,14
2899,100,420,8,17
2399,66,528,8,15
3040,33,1000,24,14
2129,66,420,8,14
1899,66,420,8,14
1890,33,426,8,15
2799,66,527,16,15
2440,33,528,16,14
1249,25,100,4,14
2254,33,528,16,14
2718,75,428,16,17
2404,33,528,16,14
1725,33,340,4,14
2985,66,340,8,14
1998,33,340,8,17
1818,50,340,4,17
2049,66,420,8,15
1969,66,425,8,14
1199,33,210,4,14
1799,66,340,8,15
1559,66,212,4,14
2479,100,420,8,15
2740,33,1000,16,14
2345,33,528,16,14
1395,25,340,8,14
1499,33,210,4,14
2199,66,420,8,14
2344,66,426,8,14
2095,100,426,4,14
2818,100,428,16,17
3190,100,1000,16,14
3208,66,270,4,15
1379,25,212,4,14
2890,100,528,16,15
2199,100,340,8,14
2444,33,528,16,14
2408,66,540,8,15
2549,100,420,8,15
2999,100,528,16,17
1445,50,214,4,14
3454,100,1000,24,14
2349,100,420,8,15
2170,66,340,4,14
2490,100,426,8,14
2399,75,428,16,15
2854,100,528,16,14
1745,66,340,8,14
3199,66,527,16,17
1999,66,340,8,14
1855,66,425,8,15
3490,100,1000,24,14
2470,66,420,8,15
2040,33,426,8,15
1894,33,426,4,14
1999,66,527,8,14
1744,33,426,4,14
2890,33,1000,24,14
1854,66,426,4,14
1645,33,426,4,14
2299,66,340,4,14
1999,66,420,8,14
2454,100,426,8,14
2095,66,426,8,14
3190,66,1000,24,15
1999,66,420,8,14
2118,66,340,8,17
2875,66,1080,16,15
2449,100,527,8,15
1199,33,340,4,14
3395,100,1000,24,14
2154,66,426,8,14
2945,33,1000,24,14
2744,66,528,16,14
3095,66,1000,24,14
1399,50,340,4,14
1645,50,340,8,14
2099,66,420,8,14
2895,100,528,8,15
3490,100,1000,24,15
2628,33,270,4,15
2988,33,270,4,17
1399,50,210,4,14
2044,66,426,4,14
2378,25,212,4,17
1945,33,426,8,14
3195,66,1080,16,17
1890,33,426,8,14
2299,66,540,8,15
1958,25,212,4,15
3299,66,1000,16,15
2044,33,426,8,14
1695,66,425,8,15
3644,100,1000,24,14
1545,66,214,4,14
1740,33,426,4,14
2343,33,528,16,14
2018,50,340,8,17
3044,33,1000,24,14
3048,33,270,4,17
2015,66,425,8,14
1989,33,270,4,14
2299,66,428,16,15
2890,100,528,16,14
1469,33,212,4,14
3154,66,1000,24,14
2688,33,270,4,15
2440,33,528,16,15
2490,100,426,8,15
1798,33,340,4,17
1795,33,426,8,14
3004,33,1000,24,14
2395,100,426,8,14
2059,66,540,8,14
1940,33,528,8,15
1495,33,214,4,14
2890,33,1000,24,14
2189,33,212,8,15
2494,33,720,16,14
2895,100,528,16,14
2644,33,720,16,14
1445,50,214,4,14
2094,33,528,8,14
1488,66,340,4,15
1649,66,212,4,15
2345,100,528,8,14
3443,100,1000,24,14
2145,66,730,8,15
2299,66,340,4,14
1995,33,528,8,14
1379,50,340,4,14
2988,33,270,4,17
3093,33,1000,24,14
1798,50,340,4,17
1590,33,214,4,14
2015,66,540,8,15
1645,50,340,8,14
1299,50,340,4,14
1418,33,250,2,17
3390,100,1000,24,14
3108,33,270,4,17
2240,33,1000,8,14
2190,66,528,8,15
2643,66,720,16,14
1149,33,250,2,14
1965,66,540,8,14
1698,50,340,4,14
1840,66,214,4,14
1999,66,528,8,15
1548,33,340,4,14
2304,33,720,16,14
3193,66,1000,24,14
2495,66,720,16,14
2299,66,540,8,15
3984,66,364,8,17
1599,66,340,4,14
2699,66,527,16,15
2985,66,364,8,14
1595,33,340,8,14
1728,33,212,4,14
1995,66,340,4,14
2298,33,528,8,17
1974,33,200,4,14
3564,66,364,8,15
2915,66,1080,16,15
999,33,250,2,14
2098,50,340,4,17
1925,66,425,8,15
1799,66,340,4,15
3104,66,1000,24,14
2045,66,730,8,15
1918,33,340,4,17
1989,33,270,4,14
2143,33,528,8,14
2095,66,528,8,14
2099,66,420,8,14
1499,33,340,4,14
1999,66,420,8,14
2095,66,528,8,14
2170,66,340,4,14
2265,66,730,8,15
3045,66,1000,24,14
2128,66,425,8,14
2090,100,214,4,14
1199,33,340,4,14
2318,66,428,8,17
1399,66,340,4,14
2340,33,720,16,15
3208,66,270,4,15
1695,66,340,8,14
2628,33,270,4,15
1088,33,250,2,15
2190,66,528,8,14
3140,66,1000,24,14
1149,33,340,4,14
2744,66,720,16,14
2490,33,720,16,15
2165,66,730,8,15
1998,66,340,8,15
1195,33,528,8,14
2745,100,720,16,14
1499,33,340,4,14
3040,33,1000,24,15
2090,33,528,8,15
1299,33,340,4,14
1299,33,210,4,14
1399,33,210,4,14
1559,33,212,4,15
2945,33,1000,24,14
1469,33,212,4,14
1725,33,340,4,14
1568,33,250,2,17
2795,33,1000,24,14
1395,33,214,4,14
1588,33,340,4,15
1740,33,214,4,15
2568,33,270,4,15
1798,33,340,4,17
1899,66,420,8,14
1499,33,210,4,14
2543,33,720,16,14
1904,33,528,8,14
2554,66,720,16,14
3194,33,1000,24,14
2099,66,420,8,14
2590,66,720,16,15
4292,100,728,8,17
1549,33,210,4,15
2295,66,420,8,15
1840,66,214,4,15
2943,33,1000,24,14
1993,33,528,8,14
1599,66,340,8,15
2099,66,420,8,14
1960,66,425,8,15
3048,33,270,4,17
1199,33,210,4,14
3872,100,728,8,15
1408,33,340,4,14
1999,66,527,8,14
1779,50,340,4,15
1195,25,214,4,14
1399,33,210,4,14
2590,66,720,16,14
2098,33,340,4,17
1994,66,214,4,14
2840,100,720,16,14
2105,66,730,8,15
1795,66,420,4,14
1779,33,340,4,15
2740,100,1000,8,14
2049,66,420,8,15
2198,66,540,8,15
1818,66,340,4,17
2594,100,528,8,14
1745,66,214,4,14
2390,33,1000,8,14
3115,66,1080,16,17
2499,66,527,16,15
1888,66,340,8,15
1379,33,340,4,14
1970,66,420,4,14
1999,66,540,8,15
2059,66,425,8,15
2228,66,425,8,14
2440,100,528,8,15
1554,33,214,4,14
1645,33,214,4,14
1818,66,212,4,14
1895,66,730,8,15
2799,66,527,16,17
3294,66,1000,24,14
1999,66,527,8,14
1618,33,340,4,17
1238,33,250,2,15
1395,25,340,8,14
2090,33,528,8,14
2545,66,528,8,15
2840,100,720,16,15
1940,33,528,8,14
2599,66,527,16,15
3628,66,270,4,17
3004,33,1000,24,14
3295,100,1000,24,14
2244,100,214,4,14
2634,66,540,8,17
2154,66,528,8,14
2109,33,270,4,14
1628,33,212,4,14
1704,33,214,4,14
1468,33,340,4,15
1599,33,210,4,14
1894,33,214,4,14
3354,100,1000,24,14
1249,25,100,4,14
2490,33,720,16,14
2493,100,528,8,14
1740,33,214,4,14
3390,100,1000,24,15
3293,100,728,8,14
2804,100,720,16,14
1995,100,214,4,14
1969,66,425,8,14
2393,33,720,16,14
3140,66,1000,24,15
1744,33,214,4,14
2404,100,528,8,14
1999,66,420,8,14
2118,66,340,4,17
1718,66,212,4,14
2415,66,730,8,17
2795,66,1080,16,15
2994,100,720,16,14
1590,33,214,4,15
3544,100,1000,24,14
2049,33,270,4,14
1559,66,212,4,14
2688,33,270,4,15
2090,100,214,4,15
2055,66,730,8,14
3044,33,1000,24,14
2054,100,214,4,14
2408,66,540,8,15
2454,33,720,16,14
2245,33,720,16,14
2049,66,420,8,15
1899,66,420,8,14
2318,66,528,8,17
2490,66,1000,8,14
3099,66,1000,16,15
1799,66,340,8,14
2890,33,1000,24,15
2218,66,340,8,17
2244,33,528,8,14
2344,66,528,8,14
2054,33,528,8,14
1995,66,425,8,14
1845,33,528,8,14
1875,66,425,8,14
2095,66,730,8,15
2629,66,270,4,14
1495,66,214,4,14
2395,33,720,16,14
2099,33,212,8,14
2854,33,1000,24,14
1804,66,214,4,14
2340,33,720,16,14
3040,33,1000,24,14
1468,50,340,4,15
3485,66,2100,16,15
2470,66,420,8,15
1999,66,340,8,14
2440,100,528,8,14
1288,33,340,4,15
1708,66,340,4,14
1349,33,210,4,15
2243,66,528,8,14
1979,33,528,8,15
1475,33,200,4,14
2893,100,720,16,14
1999,66,428,8,15
2604,50,720,16,15
2799,66,527,16,17
2354,33,720,16,15
1740,33,214,4,14
3095,50,1000,24,15
1999,66,428,8,15
2504,33,720,16,15
1999,66,528,8,15
3044,66,720,16,15
1778,33,340,4,17
2090,66,214,4,14
1499,33,340,4,15
1489,66,212,4,14
2995,33,1000,24,15
1759,66,540,8,14
1395,33,214,4,14
1890,33,528,8,15
1299,33,210,4,14
1748,66,212,4,14
1545,33,340,4,14
2593,33,720,16,15
1840,50,214,4,14
1945,33,528,8,14
1704,33,214,4,14
3294,33,1000,24,15
1359,50,340,4,14
1778,50,340,4,17
2390,33,720,16,15
2244,66,214,4,14
2854,66,720,16,15
2218,66,340,8,17
1759,33,340,4,15
3440,66,1000,24,15
1795,33,528,8,14
1745,50,340,4,14
1804,50,214,4,14
2443,33,528,8,14
2090,66,214,4,15
1899,66,420,8,14
1395,50,214,4,14
3204,50,1000,24,15
2495,66,528,8,14
1799,66,340,4,15
2940,50,720,16,17
3090,33,1000,24,15
3193,33,1000,24,15
1648,66,212,4,14
2240,33,1000,8,14
2694,33,720,16,15
2054,66,214,4,14
1495,66,214,4,14
2340,50,1000,8,14
2390,66,528,8,14
1828,66,425,8,14
1499,33,340,4,14
2040,33,528,8,14
1999,66,527,8,14
1759,66,425,8,15
1349,33,210,4,15
2544,33,720,16,15
3345,66,1000,24,15
3144,33,1000,24,15
2568,33,270,4,15
3543,66,1000,24,15
1999,66,420,8,14
1448,33,340,4,15
2295,66,528,8,14
1395,33,340,4,14
2099,66,420,8,14
3540,50,1000,24,15
2943,66,528,8,14
1999,66,420,8,14
3043,33,1000,24,15
1899,66,420,8,14
3293,50,1000,24,15
1979,33,528,8,15
2443,33,720,16,15
1495,33,214,4,14
1945,33,528,8,14
2954,33,1000,24,15
2189,33,212,8,15
2118,66,340,4,17
2298,33,528,8,17
2045,66,528,8,14
1599,66,340,8,15
2194,33,528,8,14
2590,66,1000,8,14
1568,33,250,2,17
1918,33,340,4,17
1288,33,340,4,15
2499,66,527,16,15
2693,50,720,16,15
2445,33,720,16,15
2593,33,528,8,14
2640,50,720,16,15
2308,66,730,8,15
1799,66,340,8,14
1669,66,425,8,14
2795,66,720,16,15
1588,33,340,4,15
1695,66,340,8,14
1999,66,420,8,14
2104,50,528,8,14
2140,50,528,8,14
1199,33,210,4,14
2299,66,340,4,14
2045,50,528,8,14
1399,66,340,4,14
1999,66,527,8,14
2049,66,420,8,15
1549,33,210,4,15
1599,33,210,4,14
1740,33,214,4,15
2294,50,528,8,14
1854,33,528,8,14
1599,66,540,4,14
2890,66,720,16,15
1759,50,340,4,15
1408,33,340,4,14
1928,66,425,8,14
2295,33,720,16,15
1595,33,340,8,14
3790,66,1000,24,15
1299,33,340,4,14
2544,66,528,8,14
2140,50,528,8,15
2199,66,528,8,15
3099,66,1000,16,15
1590,33,214,4,14
3190,66,720,16,17
1890,33,528,8,14
3190,50,1000,24,15
1399,33,210,4,14
1888,66,340,8,15
1590,33,214,4,15
2693,50,528,8,14
1448,50,340,4,15
1195,25,214,4,14
2078,50,340,4,17
3394,50,1000,24,15
2199,66,730,8,15
1199,33,340,4,14
3454,66,1000,24,15
2318,66,528,8,17
1795,66,340,4,14
2599,66,527,16,15
2794,50,720,16,15
3349,100,728,8,14
1745,50,214,4,14
2390,66,528,8,15
1818,66,340,4,17
2049,66,420,8,15
3104,33,1000,24,15
2545,50,720,16,15
1249,25,100,4,14
1725,33,340,4,14
3928,100,728,8,15
2354,66,528,8,14
1995,66,214,4,14
2988,33,270,4,17
2895,100,528,16,14
2940,33,1000,24,15
1399,33,210,4,14
1595,50,340,4,14
2699,66,527,16,15
1994,50,214,4,14
2840,33,720,16,17
1488,66,340,4,15
2318,66,428,8,17
1840,50,214,4,15
1099,33,340,4,14
1238,33,250,2,15
3644,66,1000,24,15
3290,33,1000,24,15
1989,33,270,4,14
1499,33,210,4,14
1579,66,212,4,15
1475,33,200,4,14
1708,66,540,4,14
2845,33,1000,24,15
1744,33,214,4,14
1195,25,128,4,14
2540,33,720,16,15
1595,50,340,8,14
1149,33,250,2,14
2099,66,420,8,14
2943,66,720,16,15
2078,33,340,4,17
2534,66,730,8,17
1645,33,214,4,14
2090,33,1000,8,14
1395,25,340,8,14
2099,66,420,8,14
1618,33,340,4,17
2099,33,212,8,14
2044,33,528,8,14
4348,100,728,8,17
2004,33,528,8,14
1554,33,214,4,14
1945,66,340,4,14
3440,33,1000,24,15
1894,33,214,4,14
1359,33,340,4,14
2690,33,720,16,17
2040,33,528,8,15
3768,100,728,8,15
3244,33,1000,24,15
1899,66,420,8,14
1740,50,214,4,15
1590,33,214,4,14
2940,33,1000,24,15
3189,100,728,8,14
1899,66,425,8,14
2495,66,720,16,15
2295,33,720,16,15
2690,33,720,16,17
1945,33,528,8,14
1890,33,528,8,14
2845,100,528,16,14
2445,50,720,16,15
2340,33,1000,24,17
1819,33,270,4,14
2445,33,720,16,15
2840,33,720,16,17
2398,33,270,4,15
2699,66,527,16,17
2040,50,528,8,15
2240,33,1000,8,14
2499,66,527,16,15
2194,50,528,8,14
2643,66,720,16,15
2504,50,720,16,15
1999,66,540,8,15
2199,66,528,8,15
2554,66,720,16,15
1395,33,214,4,14
2240,50,1000,8,14
1554,33,214,4,14
1695,66,214,4,14
3143,50,1000,24,15
3244,50,1000,24,15
2694,50,720,16,15
2593,50,720,16,15
1740,33,214,4,14
2004,33,528,8,14
1590,33,214,4,15
1595,33,340,8,14
1099,33,340,4,14
2443,33,528,8,14
3090,33,1000,24,15
2904,33,1000,24,15
1595,50,340,8,14
1944,66,214,4,14
1995,66,420,8,15
2993,33,1000,24,15
2593,33,720,16,15
2049,66,420,8,15
1999,66,527,8,14
1349,33,270,4,14
2399,66,527,16,15
2593,50,528,8,14
1299,33,340,4,14
1799,66,420,8,14
2599,66,527,16,15
2845,33,1000,24,15
1999,66,420,8,14
4188,100,728,8,17
1499,50,545,4,15
3143,33,1000,24,15
3394,66,1000,24,15
1195,25,214,4,14
2004,50,528,8,14
1395,50,214,4,14
1495,33,214,4,14
1599,66,340,8,15
1549,33,210,4,15
1945,50,528,8,14
2040,33,528,8,15
3104,66,1000,24,15
2090,66,528,8,14
3193,66,1000,24,15
2054,66,528,8,14
2445,66,528,8,14
1704,50,214,4,14
2890,66,720,16,17
2199,66,730,8,15
2995,50,1000,24,15
1999,66,720,8,15
1795,33,528,8,14
3240,33,1000,24,17
1395,25,340,8,14
1945,50,528,8,14
1704,33,214,4,14
1445,66,214,4,14
2195,66,420,8,15
2244,66,528,8,14
3440,66,1000,24,17
2040,33,528,8,14
1999,66,420,8,14
2590,66,720,16,15
1949,66,420,8,15
1899,66,420,8,14
1599,33,540,4,14
2290,66,1000,8,14
2694,33,720,16,15
1199,33,428,4,15
3045,66,1000,24,15
1299,33,428,4,15
2744,66,720,16,15
1529,33,420,4,14
1799,66,545,8,15
2308,66,730,8,15
2643,66,528,8,14
1645,33,214,4,14
1499,33,340,4,15
1854,33,528,8,14
1408,33,340,4,14
2840,50,720,16,17
2995,33,1000,24,15
1744,33,214,4,14
1799,66,212,8,14
1740,33,214,4,15
2249,66,270,8,14
1299,33,210,4,14
1790,66,214,4,15
1199,33,210,4,14
1645,50,214,4,14
2593,33,528,8,14
1499,33,428,4,14
1740,50,214,4,14
2495,66,810,16,15
1995,66,528,8,14
2544,33,720,16,15
1899,66,527,8,14
1999,66,545,8,15
1890,33,528,8,15
2040,50,528,8,14
1708,66,540,4,14
1499,33,210,4,14
3094,33,1000,24,15
2044,33,528,8,14
1790,66,214,4,14
2145,66,420,8,15
1894,50,214,4,14
3054,50,1000,24,15
3054,33,1000,24,15
2899,66,1000,16,15
1995,66,528,8,14
3090,50,1000,24,15
2354,33,720,16,15
1894,33,214,4,14
2194,33,528,8,14
2390,33,720,16,15
1349,33,210,4,15
1399,33,210,4,14
2504,33,720,16,15
1645,66,340,8,14
2390,50,1000,24,17
2534,66,730,8,17
3140,66,1000,24,15
2090,33,1000,8,14
2443,33,720,16,15
2540,50,720,16,15
1754,66,214,4,14
2818,33,270,4,17
2540,33,720,16,15
2090,66,528,8,15
2940,33,1000,24,15
2304,33,720,16,15
2440,33,720,16,15
1769,66,540,8,14
2494,33,720,16,15
3043,66,1000,24,15
1195,33,214,4,14
1545,33,214,4,14
1840,33,528,8,15
1940,33,528,8,14
1299,33,428,4,15
1709,50,540,8,15
2340,33,720,16,15
2245,33,720,16,15
1299,33,340,4,14
1868,66,425,8,14
3094,33,1000,24,15
1859,66,540,8,15
1299,33,212,4,14
2399,66,730,16,15
1999,66,720,8,15
1669,66,425,8,14
1999,66,545,8,15
2598,66,730,16,15
1690,66,214,4,15
1990,66,528,8,14
2093,33,528,8,14
1940,33,528,8,15
1999,66,730,8,15
2334,66,730,8,17
2543,66,720,16,15
2790,66,720,16,17
1818,66,425,8,14
1599,66,340,8,15
3240,50,1000,24,17
2004,33,528,8,14
2140,33,1000,8,14
1739,33,212,4,17
1840,33,528,8,14
1199,33,210,4,14
2094,33,528,8,14
1548,33,424,4,14
1504,33,214,4,14
3149,100,728,8,14
1839,33,424,4,17
2940,50,1000,24,15
1845,50,528,8,14
1899,66,420,8,14
1445,33,214,4,14
2108,50,1000,8,15
1540,33,214,4,14
2644,66,720,16,15
1499,50,545,4,15
1999,100,420,8,14
1845,33,528,8,14
2994,33,1000,24,15
1389,33,212,4,15
1799,66,545,8,15
2118,66,730,8,15
1640,33,214,4,14
1973,33,528,8,14
1399,33,210,4,14
1895,66,528,8,14
1499,33,340,4,14
1759,66,425,8,15
1745,33,528,8,14
1788,66,425,4,14
2190,66,1000,8,14
2058,50,1000,8,15
2409,66,1000,8,17
1758,50,425,8,15
1918,66,540,8,14
1345,66,214,4,14
2740,50,720,16,17
2143,66,528,8,14
3240,33,1000,24,17
1968,66,540,8,14
1595,66,214,4,14
2493,50,720,16,15
2395,66,720,16,15
1694,33,214,4,14
2059,66,1000,8,15
2345,33,720,16,15
2539,100,270,4,14
3290,66,1000,24,17
1779,50,270,4,14
1589,66,425,4,14
1848,66,270,4,14
2093,50,528,8,14
1690,66,214,4,14
1858,50,540,8,15
2895,66,1000,24,15
2140,50,1000,8,14
1640,33,214,4,15
1929,66,212,4,17
1904,33,528,8,14
1844,66,214,4,14
1895,66,528,8,14
1819,33,270,4,14
1638,66,212,4,14
2199,66,528,8,15
1640,50,214,4,14
2393,33,720,16,15
1395,33,340,8,14
2054,66,528,8,14
3144,66,1000,24,15
2594,50,720,16,15
2249,66,270,8,14
1679,66,425,4,15
2345,66,528,8,15
1349,33,270,4,14
1199,33,428,4,15
2040,33,1000,8,14
2804,33,1000,24,15
1545,50,214,4,14
1579,66,212,4,15
1609,50,425,8,15
2893,33,1000,24,15
1295,50,214,4,14
2009,66,270,4,14
2845,50,1000,24,15
1495,33,340,8,14
2840,33,1000,24,15
1940,50,528,8,14
1418,33,340,4,14
1794,33,214,4,14
1499,33,428,4,14
2954,66,1000,24,15
1909,50,1000,8,15
2904,33,1000,24,15
2209,66,540,8,17
2594,33,720,16,15
1908,50,540,8,15
2198,100,420,8,14
2004,50,528,8,14
2898,100,730,16,15
3140,33,1000,24,17
1699,66,420,8,14
1640,50,214,4,15
1498,33,212,4,14
1898,66,420,8,14
2029,66,425,4,17
2168,66,1000,8,14
2118,66,1000,8,14
2194,50,528,8,14
1495,50,340,8,14
1738,66,425,4,14
2640,33,720,16,17
1448,33,212,4,14
1489,33,424,4,15
2404,50,720,16,15
1540,33,214,4,15
3094,50,1000,24,15
1794,50,214,4,14
2408,100,270,4,14
2454,66,720,16,15
1969,66,1000,8,14
2904,50,1000,24,15
1545,66,340,8,14
1718,66,340,4,14
1604,33,214,4,14
2993,33,1000,24,15
2194,33,528,8,14
2345,50,720,16,15
2699,100,730,16,15
1940,50,528,8,15
2440,50,720,16,15
1604,50,214,4,14
1808,50,425,8,15
1574,50,270,4,14
2990,66,1000,24,15
1599,66,340,4,14
1598,33,424,4,14
2493,33,720,16,15
1654,66,214,4,14
2795,100,528,16,14
1399,33,424,4,14
1295,33,214,4,14
2244,66,528,8,14
2404,33,720,16,15
2993,50,1000,24,15
1489,66,212,4,14
1688,66,212,4,14
1199,33,340,4,14
2845,33,1000,24,15
2745,33,1000,24,15
1990,66,528,8,15
2109,66,425,8,17
2740,33,720,16,17
1899,66,730,8,14
2490,66,720,16,15
1590,33,214,4,14
1195,33,214,4,14
1989,66,540,8,15
2404,66,720,16,15
3140,66,1000,24,15
1854,33,528,8,14
1490,33,214,4,14
1890,50,528,8,14
1858,66,545,4,17
1890,33,528,8,14
1940,66,528,8,14
2944,33,1000,24,15
2423,50,720,16,15
1399,66,428,4,14
2354,50,720,16,15
1854,50,528,8,14
